year,indicator_name,indicator_code,indicator's_value,Country
2021,Surface area (sq. km),AG.SRF.TOTL.K2,147570,Bangladesh
2020,Surface area (sq. km),AG.SRF.TOTL.K2,147570,Bangladesh
2019,Surface area (sq. km),AG.SRF.TOTL.K2,147570,Bangladesh
2018,Surface area (sq. km),AG.SRF.TOTL.K2,147570,Bangladesh
2017,Surface area (sq. km),AG.SRF.TOTL.K2,147977,Bangladesh
2016,Surface area (sq. km),AG.SRF.TOTL.K2,147630,Bangladesh
2015,Surface area (sq. km),AG.SRF.TOTL.K2,147630,Bangladesh
2014,Surface area (sq. km),AG.SRF.TOTL.K2,147630,Bangladesh
2013,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2012,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2011,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2010,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2009,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2008,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2007,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2006,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2005,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2004,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2003,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2002,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2001,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2000,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1999,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1998,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1997,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1996,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1995,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1994,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1993,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1992,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1991,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1990,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1989,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1988,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1987,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1986,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1985,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1984,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1983,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1982,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1981,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1980,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1979,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1978,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1977,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1976,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1975,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1974,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1973,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1972,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1971,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1970,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1969,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1968,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1967,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1966,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1965,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1964,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1963,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1962,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
1961,Surface area (sq. km),AG.SRF.TOTL.K2,148460,Bangladesh
2023,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,10.8,Bangladesh
2022,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,9.9,Bangladesh
2021,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,9,Bangladesh
2020,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,8.1,Bangladesh
2019,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,7.4,Bangladesh
2018,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,6.7,Bangladesh
2017,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,6,Bangladesh
2016,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,5.3,Bangladesh
2015,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,4.7,Bangladesh
2014,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,4.1,Bangladesh
2013,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,3.6,Bangladesh
2012,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,3.2,Bangladesh
2011,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2.8,Bangladesh
2010,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2.4,Bangladesh
2009,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2.1,Bangladesh
2008,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1.9,Bangladesh
2007,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1.7,Bangladesh
2006,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1.5,Bangladesh
2005,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1.3,Bangladesh
2004,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1.2,Bangladesh
2003,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1,Bangladesh
2002,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.9,Bangladesh
2001,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.8,Bangladesh
2000,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.7,Bangladesh
2023,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,63.2,Bangladesh
2022,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,62.3,Bangladesh
2021,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,60.9,Bangladesh
2020,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,59.5,Bangladesh
2019,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,58.1,Bangladesh
2018,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,56.9,Bangladesh
2017,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,54.8,Bangladesh
2016,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,53.2,Bangladesh
2015,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,51.3,Bangladesh
2014,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,49.35,Bangladesh
2013,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,47.2,Bangladesh
2012,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,45.4,Bangladesh
2011,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,43.6,Bangladesh
2010,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,41.8,Bangladesh
2009,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,40.4,Bangladesh
2008,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,39.1,Bangladesh
2007,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,38.3,Bangladesh
2006,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,37.2,Bangladesh
2005,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,36.5,Bangladesh
2004,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,35.8,Bangladesh
2003,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,35.4,Bangladesh
2002,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,34.7,Bangladesh
2001,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,34.2,Bangladesh
2000,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,34.1,Bangladesh
2023,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,28.4,Bangladesh
2022,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,27.2,Bangladesh
2021,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,25.9,Bangladesh
2020,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,24.6,Bangladesh
2019,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.1,Bangladesh
2018,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,22,Bangladesh
2017,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,20.6,Bangladesh
2016,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,19.4,Bangladesh
2015,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,18.1,Bangladesh
2014,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,16.8,Bangladesh
2013,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,15.5,Bangladesh
2012,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,14.5,Bangladesh
2011,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,13.4,Bangladesh
2010,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,12.6,Bangladesh
2009,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,11.7,Bangladesh
2008,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,11,Bangladesh
2007,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,10.4,Bangladesh
2006,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,10,Bangladesh
2005,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.4,Bangladesh
2004,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.1,Bangladesh
2003,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.7,Bangladesh
2002,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.3,Bangladesh
2001,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8,Bangladesh
2000,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,7.7,Bangladesh
2021,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,1.93,Bangladesh
2020,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,1.9,Bangladesh
2019,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,1.95,Bangladesh
2018,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,1.96,Bangladesh
2017,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.12,Bangladesh
2016,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.2,Bangladesh
2015,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.17,Bangladesh
2014,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.16,Bangladesh
2013,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.22,Bangladesh
2012,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.21,Bangladesh
2011,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.25,Bangladesh
2010,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.32,Bangladesh
2009,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.33,Bangladesh
2008,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.33,Bangladesh
2007,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.36,Bangladesh
2006,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.41,Bangladesh
2005,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.42,Bangladesh
2004,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.45,Bangladesh
2003,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.53,Bangladesh
2002,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.52,Bangladesh
2001,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.58,Bangladesh
2000,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.45,Bangladesh
2023,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5,Bangladesh
2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,Bangladesh
2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,99,Bangladesh
2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2,Bangladesh
2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.2,Bangladesh
2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.9,Bangladesh
2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,88,Bangladesh
2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.9,Bangladesh
2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,74,Bangladesh
2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.4,Bangladesh
2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,61.5,Bangladesh
2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.5,Bangladesh
2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,59.6,Bangladesh
2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.3,Bangladesh
2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.1,Bangladesh
2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.3,Bangladesh
2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.5,Bangladesh
2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.5,Bangladesh
2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.2,Bangladesh
2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.6,Bangladesh
2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.5,Bangladesh
2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.8,Bangladesh
2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,35,Bangladesh
2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,32,Bangladesh
1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.54021454,Bangladesh
1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.74619293,Bangladesh
1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,22.4,Bangladesh
1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.14438629,Bangladesh
1995,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.33804512,Bangladesh
1994,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.8,Bangladesh
1993,Access to electricity (% of population),EG.ELC.ACCS.ZS,12.71788025,Bangladesh
1992,Access to electricity (% of population),EG.ELC.ACCS.ZS,9.90541935,Bangladesh
1991,Access to electricity (% of population),EG.ELC.ACCS.ZS,14.29,Bangladesh
2022,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.37710556,Bangladesh
2021,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.6267845,Bangladesh
2020,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.43474195,Bangladesh
2019,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.65055482,Bangladesh
2018,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.22258717,Bangladesh
2017,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.18055726,Bangladesh
2016,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.19476264,Bangladesh
2015,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.53414433,Bangladesh
2014,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.47313284,Bangladesh
2013,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.85640738,Bangladesh
2012,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.98131225,Bangladesh
2011,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.62689668,Bangladesh
2010,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.99480952,Bangladesh
2009,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.73757722,Bangladesh
2008,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.01388079,Bangladesh
2007,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.49145547,Bangladesh
2006,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.38285482,Bangladesh
2005,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,97.08884688,Bangladesh
2004,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,96.88474782,Bangladesh
2003,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,96.1038961,Bangladesh
2002,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,95.89070453,Bangladesh
2001,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,94.29047838,Bangladesh
2000,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,95.13664321,Bangladesh
1999,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,94.23529412,Bangladesh
1998,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,93.28520416,Bangladesh
1997,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,93.9365829,Bangladesh
1996,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,93.55935158,Bangladesh
1995,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,96.55746807,Bangladesh
1994,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,91.34300899,Bangladesh
1993,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,93.39561156,Bangladesh
1992,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,91.05014617,Bangladesh
